3,1,2.69412994385e-05
3,2,0.0
3,3,0.0020170211792
3,4,0.00183987617493
4,1,1.50203704834e-05
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,7.15255737305e-06
4,1,5.00679016113e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.00679016113e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,6.91413879395e-06
4,1,6.19888305664e-06
4,1,6.91413879395e-06
4,1,7.15255737305e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.00679016113e-06
4,1,5.00679016113e-06
4,1,7.15255737305e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,7.15255737305e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.00679016113e-06
4,1,7.15255737305e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.00679016113e-06
4,1,5.96046447754e-06
4,1,5.00679016113e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.00679016113e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,6.91413879395e-06
4,1,5.00679016113e-06
4,1,5.00679016113e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.00679016113e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,5.96046447754e-06
4,1,6.91413879395e-06
4,1,9.05990600586e-06
4,1,7.15255737305e-06
4,1,5.96046447754e-06
4,1,6.19888305664e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,1,5.96046447754e-06
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,9.53674316406e-07
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,9.53674316406e-07
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,1.19209289551e-06
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
4,2,9.53674316406e-07
4,2,0.0
4,2,0.0
4,2,0.0
4,2,0.0
